       JobID    UID    JobName  Partition   NNodes        NodeList      State                 End 
196107       17668410 TrainVGGF+        dmb        1         ctit085  CANCELLED 2023-02-09T17:54:10 
196114       17668410 TrainVGGF+        dmb        1         ctit085  COMPLETED 2023-02-09T17:55:16 
196022       17715157 match_com+        dmb        1         ctit092  COMPLETED 2023-02-09T17:56:02 
196115       17668410 TrainVGGF+        dmb        1         ctit085  COMPLETED 2023-02-09T17:58:56 
196117       17666991     UTData       main        1         ctit084     FAILED 2023-02-09T18:02:48 
196027       17663938 korenvlie+        mia        1         ctit090  COMPLETED 2023-02-09T18:07:13 
196118       17666991     UTData       main        1         ctit084     FAILED 2023-02-09T18:07:33 
196120       17666991     UTData       main        1        weleveld     FAILED 2023-02-09T18:41:02 
196122       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-09T18:41:59 
196123       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-09T18:48:23 
196116       17668410 TrainVGGF+        dmb        1         ctit085  COMPLETED 2023-02-09T18:50:41 
196124       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-09T18:56:51 
196127       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-09T19:02:45 
196126       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-09T19:03:08 
196128       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-09T19:04:14 
196031       17666579 trainKera+ gpu_rtx-6+        1         ctit084  COMPLETED 2023-02-09T19:11:42 
196129       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-09T19:14:11 
196096       17664201 runWGAN51+        dmb        1         ctit092  CANCELLED 2023-02-09T19:14:45 
196105       17664201 runWGAN51+       main        1         ctit084  CANCELLED 2023-02-09T19:14:50 
196130       17664201 runWGAN51+       main        1         ctit086  COMPLETED 2023-02-09T19:15:27 
196029       17715157 match_com+        dmb        1         ctit092  COMPLETED 2023-02-09T19:27:18 
196132       17664201 runWGAN51+       main        1         ctit081  COMPLETED 2023-02-09T19:27:28 
196133       17664201 runWGAN51+       main        1         ctit081  COMPLETED 2023-02-09T19:28:00 
196135       17664201 runWGAN51+       main        1         ctit081  COMPLETED 2023-02-09T19:30:34 
195310       22017873 gastforme+       main        1         ctit082  COMPLETED 2023-02-09T19:32:02 
196134       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-09T19:37:03 
196137       17664201 runWGAN51+       main        1         ctit081  COMPLETED 2023-02-09T19:39:38 
196138       17668390 run.sbatch       main        1         ctit080  CANCELLED 2023-02-09T19:43:45 
196139       17668390 run.sbatch       main        1         ctit080  CANCELLED 2023-02-09T19:49:04 
196121       17668410 TrainVGGF+        dmb        1         ctit084  COMPLETED 2023-02-09T20:04:15 
196140       17664201 runWGAN51+        dmb        1         ctit092  CANCELLED 2023-02-09T21:48:21 
196144       17664201 runWGAN51+        dmb        0          (null)  CANCELLED 2023-02-09T21:55:32 
196145       17664201 runWGAN51+        dmb        1         ctit092  CANCELLED 2023-02-09T22:00:02 
196146       17664201 runWGAN51+        dmb        1         ctit092  CANCELLED 2023-02-09T22:03:04 
196071       17668410 train_cla+        dmb        1         ctit085  COMPLETED 2023-02-09T22:08:09 
196136       17664201 runWGAN51+        dmb        0          (null)  CANCELLED 2023-02-09T22:20:01 
196106       17668410 train_cla+        dmb        1         ctit085  COMPLETED 2023-02-10T00:00:41 
196143       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-10T03:37:57 
196141       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-10T04:03:47 
196119       17666991 caeCrossU+        dmb        1         ctit085  COMPLETED 2023-02-10T04:40:21 
196108       17715157 match_com+        dmb        1         ctit084  COMPLETED 2023-02-10T04:42:17 
196142       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-10T05:21:37 
196113       17667040 msls_vgg1+        dmb        1         ctit092  COMPLETED 2023-02-10T06:32:43 
196093       17667040 msls_vgg1+ gpu_rtx-6+        1         ctit084  COMPLETED 2023-02-10T08:50:57 
196153       17668410 TrainVGGF+        dmb        0          (null)  CANCELLED 2023-02-10T09:35:15 
196152       17715157 match_com+        dmb        0          (null)  CANCELLED 2023-02-10T09:47:21 
196154       17668410 TrainVGGF+       main        1         ctit080  COMPLETED 2023-02-10T10:31:35 
196156       17668410 TrainVGGF+       main        1         ctit080  COMPLETED 2023-02-10T11:31:39 
196158       22663341   Training       main        1         ctit080  COMPLETED 2023-02-10T11:52:38 
196155       17715157 match_com+       main        1         ctit081  COMPLETED 2023-02-10T11:54:35 
196159       22663341   Training       main        1         ctit086  COMPLETED 2023-02-10T11:56:35 
196161       17664201 run_test_+       main        1         ctit081  COMPLETED 2023-02-10T13:28:50 
196163       17664201 run_test_+       main        1         ctit081  COMPLETED 2023-02-10T13:32:48 
196164       17664201 run_test_+       main        1         ctit081  COMPLETED 2023-02-10T13:39:58 
196165       17664201 run_test_+       main        1         ctit081  COMPLETED 2023-02-10T13:43:40 
196167       17668390 run.sbatch        dmb        0          (null)  CANCELLED 2023-02-10T13:58:23 
196168       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T13:59:00 
196169       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:00:22 
196170       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:00:51 
196171       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:01:51 
196172       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:02:27 
196173       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:02:56 
196174       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:03:32 
196175       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:04:32 
196176       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:05:03 
196177       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:08:24 
196178       22017873 gastforme+       main        1         ctit080  COMPLETED 2023-02-10T14:15:42 
196179       22017873 gastforme+       main        1         ctit080  COMPLETED 2023-02-10T14:19:05 
196180       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:24:04 
196181       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:24:44 
196182       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-10T14:26:07 
196184       22017873 gastforme+       main        0          (null)  CANCELLED 2023-02-10T14:32:38 
196185       22017873 gastforme+       main        0          (null)  CANCELLED 2023-02-10T14:34:11 
196183       17668390 run.sbatch       main        1         ctit080     FAILED 2023-02-10T14:35:02 
196166       17664201 run_test_+       main        1         ctit081  CANCELLED 2023-02-10T15:03:35 
196188       17668390 run.sbatch       main        1         ctit087     FAILED 2023-02-10T15:21:44 
196189       17668390 run.sbatch       main        1         ctit087     FAILED 2023-02-10T15:22:56 
196190       17668390 run.sbatch       main        1         ctit087     FAILED 2023-02-10T15:24:31 
196191       17668390 run.sbatch       main        1         ctit087     FAILED 2023-02-10T15:26:01 
196192       17668390 run.sbatch       main        1         ctit087     FAILED 2023-02-10T15:26:30 
196193       17668390 run.sbatch       main        1         ctit087  CANCELLED 2023-02-10T15:27:36 
196151       17668410 train_cla+        dmb        1         ctit092  COMPLETED 2023-02-10T15:30:29 
196194       17668390 run.sbatch       main        1         ctit087     FAILED 2023-02-10T15:45:10 
196148       17664201 runWGAN51+        dmb        1         ctit085  CANCELLED 2023-02-10T15:51:22 
196131       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-10T15:51:35 
196147       17664201 runWGAN51+        dmb        1         ctit092  CANCELLED 2023-02-10T15:51:38 
196157       17664201 runWGAN51+        dmb        0          (null)  CANCELLED 2023-02-10T15:52:01 
196187       17664201 run_test_+        dmb        1         ctit085  CANCELLED 2023-02-10T15:54:18 
196196       17664201 run_test_+        dmb        1         ctit085  CANCELLED 2023-02-10T16:07:01 
196197       17664201 run_test_+        dmb        1         ctit085  CANCELLED 2023-02-10T16:21:37 
196198       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T16:22:26 
196199       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T16:26:08 
196200       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T16:31:38 
196201       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T16:33:59 
196186       22017873 gastforme+       main        1         ctit081  COMPLETED 2023-02-10T16:37:42 
196202       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T16:39:31 
196203       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T16:43:43 
196204       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T16:51:05 
196205       17666991 DualBrV1_+        dmb        1         ctit092     FAILED 2023-02-10T16:54:29 
196206       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T16:56:24 
196207       17666991 DualBrV1_+        dmb        1         ctit092     FAILED 2023-02-10T16:57:11 
196208       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T16:59:43 
196209       17666991 DualBrV1_+        dmb        1         ctit092     FAILED 2023-02-10T17:00:19 
196210       17666991 DualBrV1_+        dmb        1         ctit092     FAILED 2023-02-10T17:02:03 
196211       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:03:19 
196212       17666991 DualBrV1_+        dmb        1         ctit092     FAILED 2023-02-10T17:04:23 
196213       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:05:14 
196214       17668390 run.sbatch       main        1         ctit086     FAILED 2023-02-10T17:06:38 
196216       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:09:58 
196218       17664201 run_test_+        dmb        0          (null)  CANCELLED 2023-02-10T17:16:46 
196219       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:16:58 
196220       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:18:15 
196221       17668390 run.sbatch       main        1         ctit086     FAILED 2023-02-10T17:20:00 
196222       17668390 run.sbatch       main        1         ctit086     FAILED 2023-02-10T17:20:36 
196215       17666991 DualBrV1_+        dmb        1         ctit092     FAILED 2023-02-10T17:21:01 
196223       17668390 run.sbatch       main        1         ctit086     FAILED 2023-02-10T17:21:25 
196224       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:22:07 
196225       17668390 run.sbatch       main        1         ctit086     FAILED 2023-02-10T17:22:34 
196226       17668390 run.sbatch       main        1         ctit086     FAILED 2023-02-10T17:23:43 
196227       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:24:04 
196228       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:25:12 
196229       17668390 run.sbatch       main        1         ctit086     FAILED 2023-02-10T17:26:16 
196230       17668390 run.sbatch       main        1         ctit086     FAILED 2023-02-10T17:26:51 
196231       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:31:48 
196233       17664201 run_test_+        dmb        1         ctit085  COMPLETED 2023-02-10T17:37:09 
